dataset,detector,image_id,image_path,false_negative_count,false_positive_count,localization_error_count,class_confusion_count,duplicate_detection_count,high_confidence_false_positive_count,safety_relevant_failure_count,total_non_tp_failure_events,failure_type_score,image_width,image_height,total_gt_in_image,total_predictions_in_image
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847398172641,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847398172641.png,32,286,16,6,28,2,203,368,614.258303,640,640,46,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847397172702,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847397172702.png,29,285,11,6,29,1,222,360,614.014908,640,640,44,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857351137187,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857351137187.png,33,286,15,5,24,0,201,363,613.478302,640,640,47,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857353636054,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857353636054.png,35,286,9,2,29,0,214,361,613.063708,640,640,49,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847396672632,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847396672632.png,29,285,11,1,30,0,228,356,611.385931,640,640,44,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847398672474,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847398672474.png,28,286,13,0,33,0,229,360,611.371585,640,640,42,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847412172249,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847412172249.png,47,289,15,3,27,1,157,381,610.774626,640,640,58,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845090164314,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090164314.png,25,274,14,2,58,1,248,373,610.740889,640,640,51,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267380587205,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267380587205.png,40,290,16,3,11,3,190,360,608.686495,640,640,50,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267388088357,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267388088357.png,39,297,12,2,11,5,203,361,607.253058,640,640,42,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847411172351,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847411172351.png,50,289,13,2,21,1,153,375,607.249321,640,640,61,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847392672581,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847392672581.png,33,291,9,4,12,3,196,349,606.453684,640,640,42,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857369637432,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857369637432.png,23,289,16,4,35,0,205,367,603.916353,640,640,34,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857353136782,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857353136782.png,32,287,10,3,43,2,199,375,603.426757,640,640,45,300
kitti,rtdetr,003683,data\processed\milestone_3\images\kitti\val\003683.png,0,287,0,0,89,6,312,376,603.032035,640,640,13,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267382087526,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267382087526.png,43,294,14,3,8,0,176,362,602.003435,640,640,49,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847174097401,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847174097401.png,20,281,13,3,45,2,221,362,599.792815,640,640,39,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845086164277,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845086164277.png,22,276,8,1,59,3,250,366,598.803112,640,640,46,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267388588540,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267388588540.png,40,297,13,2,9,4,193,361,598.596425,640,640,43,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267382587584,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267382587584.png,38,290,16,5,13,0,182,362,598.344017,640,640,48,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857355134877,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857355134877.png,42,286,17,2,16,2,174,363,597.406043,640,640,56,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847178097471,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847178097471.png,23,284,11,1,26,3,222,345,597.32051,640,640,39,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267383587568,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267383587568.png,36,291,12,1,35,4,195,375,596.858426,640,640,45,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267384587702,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267384587702.png,35,293,11,2,21,5,197,362,596.614681,640,640,42,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857354135532,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857354135532.png,44,287,9,1,26,1,171,367,595.984717,640,640,57,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267386088565,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267386088565.png,38,293,10,3,16,3,194,360,594.892619,640,640,45,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857352637309,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857352637309.png,34,288,10,3,26,3,182,361,594.536237,640,640,46,300
kitti,rtdetr,006703,data\processed\milestone_3\images\kitti\val\006703.png,0,292,0,0,70,6,295,362,592.561772,640,640,8,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845087664279,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845087664279.png,22,274,8,3,51,3,243,358,592.496063,640,640,48,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847393672620,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847393672620.png,27,290,11,5,24,2,191,357,591.478706,640,640,37,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847397672777,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847397672777.png,29,285,11,4,28,4,195,357,590.312948,640,640,44,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847409172005,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847409172005.png,50,289,16,2,30,3,126,387,589.802792,640,640,61,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847179597308,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847179597308.png,21,278,5,2,43,4,234,349,589.713501,640,640,43,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847184097476,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847184097476.png,22,282,10,1,26,6,235,341,589.355355,640,640,40,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267390587932,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267390587932.png,37,291,13,4,15,1,194,360,588.245166,640,640,46,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847180097380,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847180097380.png,20,280,7,1,49,3,231,357,587.898198,640,640,40,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857370137196,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857370137196.png,20,288,13,2,26,1,213,349,587.556522,640,640,32,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847180597425,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847180597425.png,19,280,6,2,40,5,237,347,587.423277,640,640,39,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857351637267,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857351637267.png,32,287,9,1,33,4,187,362,586.665277,640,640,45,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847176097365,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847176097365.png,21,282,12,4,30,3,221,349,586.363406,640,640,39,300
kitti,rtdetr,002156,data\processed\milestone_3\images\kitti\val\002156.png,1,290,1,1,55,10,286,348,586.164488,640,640,11,300
kitti,rtdetr,005743,data\processed\milestone_3\images\kitti\val\005743.png,0,293,0,0,56,3,291,349,585.875443,640,640,7,300
kitti,rtdetr,002583,data\processed\milestone_3\images\kitti\val\002583.png,0,290,0,0,61,8,290,351,585.746253,640,640,10,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847181097330,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847181097330.png,21,281,9,3,30,0,224,344,585.215176,640,640,40,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267384087486,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267384087486.png,34,290,10,3,19,2,188,356,584.854441,640,640,44,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847408672106,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847408672106.png,44,287,6,3,37,2,139,377,584.774772,640,640,57,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845087164294,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845087164294.png,19,271,5,1,66,2,252,362,583.255574,640,640,48,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267386588510,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267386588510.png,41,291,5,1,20,3,183,358,582.810493,640,640,50,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857352137355,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857352137355.png,29,285,9,2,29,0,188,354,580.231928,640,640,44,300
kitti,rtdetr,001667,data\processed\milestone_3\images\kitti\val\001667.png,0,294,0,0,48,2,284,342,580.008928,640,640,6,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267387088421,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267387088421.png,34,293,6,2,11,4,189,346,579.868015,640,640,41,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847184597476,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847184597476.png,21,285,8,4,26,2,216,344,579.348984,640,640,36,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847176597399,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847176597399.png,20,283,12,1,25,3,219,341,578.769303,640,640,37,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847406172415,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847406172415.png,40,283,12,2,41,3,148,378,577.907724,640,640,57,300
kitti,rtdetr,007290,data\processed\milestone_3\images\kitti\val\007290.png,0,294,0,0,56,4,280,350,577.520578,640,640,6,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267390088052,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267390088052.png,36,294,17,6,12,2,170,365,577.115228,640,640,42,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847182097396,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847182097396.png,22,279,7,3,30,4,214,341,576.408157,640,640,43,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847174597419,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847174597419.png,16,278,9,1,48,2,229,352,576.365642,640,640,38,300
kitti,rtdetr,002666,data\processed\milestone_3\images\kitti\val\002666.png,0,282,0,0,64,18,288,346,575.508062,640,640,18,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847406672419,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847406672419.png,43,285,11,3,22,4,142,364,574.809564,640,640,58,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847182597364,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847182597364.png,19,278,7,2,38,2,221,344,574.735176,640,640,41,300
kitti,rtdetr,000332,data\processed\milestone_3\images\kitti\val\000332.png,0,288,0,0,57,9,282,345,574.279725,640,640,12,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847177097488,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847177097488.png,18,281,5,2,28,8,224,334,573.987539,640,640,37,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847407172500,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847407172500.png,41,285,9,5,32,3,133,372,573.099907,640,640,56,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847410672306,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847410672306.png,47,288,10,2,36,0,120,383,573.040761,640,640,59,300
kitti,rtdetr,000065,data\processed\milestone_3\images\kitti\val\000065.png,0,294,0,0,45,6,276,339,572.723983,640,640,6,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847399672379,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847399672379.png,33,286,14,2,24,2,168,359,572.655842,640,640,47,300
kitti,rtdetr,004474,data\processed\milestone_3\images\kitti\val\004474.png,0,288,0,0,55,9,278,343,572.610368,640,640,12,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847409671967,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847409671967.png,47,288,9,0,30,1,126,374,571.333827,640,640,59,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847407672537,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847407672537.png,43,286,14,4,29,3,124,376,570.923067,640,640,57,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267385088046,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267385088046.png,29,291,9,1,27,1,190,357,570.442928,640,640,38,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816068898971,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816068898971.png,34,299,14,5,0,1,170,352,569.650815,640,640,35,300
kitti,rtdetr,005905,data\processed\milestone_3\images\kitti\val\005905.png,0,294,0,0,50,4,273,344,569.348287,640,640,6,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847177597529,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847177597529.png,17,278,7,3,35,3,225,340,568.548887,640,640,39,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847185097367,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847185097367.png,22,283,9,3,30,7,201,347,568.255387,640,640,39,300
kitti,rtdetr,004142,data\processed\milestone_3\images\kitti\val\004142.png,0,287,0,0,55,13,277,342,568.219927,640,640,13,300
kitti,rtdetr,002605,data\processed\milestone_3\images\kitti\val\002605.png,0,297,0,0,45,3,269,342,567.801206,640,640,3,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267389588330,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267389588330.png,34,291,15,6,11,4,171,357,567.524704,640,640,43,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847186097351,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847186097351.png,20,285,6,3,34,2,209,348,565.588184,640,640,35,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847185597336,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847185597336.png,20,282,6,0,28,5,206,336,565.387046,640,640,38,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847175097426,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847175097426.png,15,280,8,4,39,1,214,346,564.726515,640,640,35,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847408172459,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847408172459.png,45,287,13,3,33,2,114,381,564.705288,640,640,58,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267387588378,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267387588378.png,34,295,12,0,9,4,179,350,564.658309,640,640,39,300
kitti,rtdetr,006475,data\processed\milestone_3\images\kitti\val\006475.png,0,288,0,0,58,8,272,346,563.945489,640,640,12,300
kitti,rtdetr,001422,data\processed\milestone_3\images\kitti\val\001422.png,0,290,0,0,43,18,267,333,562.761174,640,640,10,300
kitti,rtdetr,004983,data\processed\milestone_3\images\kitti\val\004983.png,0,287,0,0,57,6,272,344,562.733858,640,640,13,300
kitti,rtdetr,006395,data\processed\milestone_3\images\kitti\val\006395.png,0,291,0,0,40,5,268,331,561.570839,640,640,9,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847181597369,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847181597369.png,18,277,6,3,30,4,212,334,561.057407,640,640,41,300
kitti,rtdetr,006121,data\processed\milestone_3\images\kitti\val\006121.png,0,284,0,0,57,19,269,341,558.676987,640,640,16,300
kitti,rtdetr,001068,data\processed\milestone_3\images\kitti\val\001068.png,0,292,0,0,38,6,260,330,557.903185,640,640,8,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816072398463,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816072398463.png,33,296,9,7,4,0,161,349,557.645218,640,640,37,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847186597367,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847186597367.png,17,281,6,1,31,8,215,336,557.600613,640,640,36,300
kitti,rtdetr,005086,data\processed\milestone_3\images\kitti\val\005086.png,1,288,1,1,47,5,256,338,557.184334,640,640,13,300
kitti,rtdetr,005131,data\processed\milestone_3\images\kitti\val\005131.png,0,289,0,0,46,7,262,335,557.15987,640,640,11,300
kitti,rtdetr,006768,data\processed\milestone_3\images\kitti\val\006768.png,0,292,0,0,29,7,260,321,556.684603,640,640,8,300
kitti,rtdetr,005510,data\processed\milestone_3\images\kitti\val\005510.png,0,287,0,0,45,6,266,332,556.096164,640,640,13,300
kitti,rtdetr,003480,data\processed\milestone_3\images\kitti\val\003480.png,0,292,0,0,34,7,261,326,555.855949,640,640,8,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847405672479,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847405672479.png,35,283,13,2,38,2,149,371,555.668149,640,640,52,300
kitti,rtdetr,000336,data\processed\milestone_3\images\kitti\val\000336.png,0,287,0,0,41,3,265,328,555.655274,640,640,13,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267391087785,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267391087785.png,30,290,11,1,23,5,179,355,554.952775,640,640,40,300
kitti,rtdetr,002609,data\processed\milestone_3\images\kitti\val\002609.png,1,292,1,0,36,6,256,330,554.661321,640,640,9,300
kitti,rtdetr,004170,data\processed\milestone_3\images\kitti\val\004170.png,0,283,0,0,48,19,259,331,554.428887,640,640,17,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847175597389,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847175597389.png,13,278,8,1,38,3,212,338,554.280455,640,640,35,300
kitti,rtdetr,005106,data\processed\milestone_3\images\kitti\val\005106.png,1,293,1,1,8,10,251,304,554.106269,640,640,8,300
kitti,rtdetr,005824,data\processed\milestone_3\images\kitti\val\005824.png,0,296,0,0,23,5,255,319,553.10743,640,640,4,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847394172576,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847394172576.png,17,288,10,5,21,0,186,341,553.066477,640,640,29,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816071898424,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816071898424.png,30,296,10,4,7,1,165,347,552.734177,640,640,34,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847192097398,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847192097398.png,14,283,10,2,23,5,209,332,552.56092,640,640,31,300
kitti,rtdetr,002780,data\processed\milestone_3\images\kitti\val\002780.png,2,293,2,1,17,9,244,315,552.135573,640,640,9,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816069399108,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816069399108.png,30,295,18,2,2,0,164,347,551.767716,640,640,35,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847183097368,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847183097368.png,18,279,5,3,33,2,199,338,551.188194,640,640,39,300
waymo,rtdetr,2736377008667623133_2676_410_2696_410_1511721503997894,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721503997894.png,7,300,6,2,0,1,220,315,550.815037,640,640,7,300
kitti,rtdetr,005532,data\processed\milestone_3\images\kitti\val\005532.png,0,286,0,0,47,23,259,333,550.081484,640,640,14,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847405172436,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847405172436.png,34,284,11,3,35,3,140,367,549.125967,640,640,50,300
kitti,rtdetr,003526,data\processed\milestone_3\images\kitti\val\003526.png,0,290,0,0,27,9,255,317,548.995047,640,640,10,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847183597392,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847183597392.png,17,283,4,3,31,2,200,338,548.81363,640,640,34,300
kitti,rtdetr,005540,data\processed\milestone_3\images\kitti\val\005540.png,1,298,1,0,7,0,246,307,548.686408,640,640,3,300
kitti,rtdetr,004417,data\processed\milestone_3\images\kitti\val\004417.png,1,287,1,1,26,14,246,316,548.237604,640,640,14,300
kitti,rtdetr,006424,data\processed\milestone_3\images\kitti\val\006424.png,0,288,0,0,45,7,252,333,548.041093,640,640,12,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847187097363,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847187097363.png,16,281,6,2,37,8,199,342,547.590746,640,640,35,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847396172563,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847396172563.png,24,286,10,0,29,0,181,349,547.069997,640,640,38,300
kitti,rtdetr,006176,data\processed\milestone_3\images\kitti\val\006176.png,0,292,0,0,39,9,251,331,546.824303,640,640,8,300
waymo,rtdetr,2736377008667623133_2676_410_2696_410_1511721504499973,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721504499973.png,5,298,4,0,1,0,230,308,546.63731,640,640,7,300
kitti,rtdetr,001958,data\processed\milestone_3\images\kitti\val\001958.png,0,292,0,0,23,10,250,315,546.372701,640,640,8,300
kitti,rtdetr,001971,data\processed\milestone_3\images\kitti\val\001971.png,0,297,0,0,26,3,247,323,545.664885,640,640,3,300
waymo,rtdetr,2736377008667623133_2676_410_2696_410_1511721505000847,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721505000847.png,7,300,5,3,0,0,214,315,545.653272,640,640,7,300
kitti,rtdetr,004338,data\processed\milestone_3\images\kitti\val\004338.png,0,285,0,0,44,10,248,329,545.537691,640,640,15,300
kitti,rtdetr,004527,data\processed\milestone_3\images\kitti\val\004527.png,0,286,0,0,38,24,253,324,544.761308,640,640,14,300
kitti,rtdetr,005617,data\processed\milestone_3\images\kitti\val\005617.png,1,289,1,1,28,8,246,320,544.703327,640,640,12,300
kitti,rtdetr,002954,data\processed\milestone_3\images\kitti\val\002954.png,0,298,0,0,18,3,245,316,544.341529,640,640,2,300
kitti,rtdetr,004283,data\processed\milestone_3\images\kitti\val\004283.png,0,285,0,0,48,14,252,333,544.072248,640,640,15,300
kitti,rtdetr,004665,data\processed\milestone_3\images\kitti\val\004665.png,0,291,0,0,30,3,246,321,542.225289,640,640,9,300
kitti,rtdetr,005608,data\processed\milestone_3\images\kitti\val\005608.png,0,287,0,0,29,15,247,316,541.966924,640,640,13,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847403172619,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847403172619.png,23,289,9,2,34,0,171,357,541.672968,640,640,34,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847188097381,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847188097381.png,20,283,5,1,24,6,186,333,541.496672,640,640,37,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816059898872,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816059898872.png,33,298,11,6,2,0,145,350,541.48749,640,640,35,300
kitti,rtdetr,000535,data\processed\milestone_3\images\kitti\val\000535.png,0,283,0,0,39,17,249,322,541.022933,640,640,17,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847402672607,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847402672607.png,17,287,4,1,38,0,192,347,540.467544,640,640,30,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847187597379,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847187597379.png,16,278,8,0,35,4,190,337,540.300804,640,640,38,300
kitti,rtdetr,001790,data\processed\milestone_3\images\kitti\val\001790.png,0,298,0,0,16,2,241,314,540.206174,640,640,2,300
kitti,rtdetr,007368,data\processed\milestone_3\images\kitti\val\007368.png,0,298,0,0,17,3,240,315,539.663346,640,640,2,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267389088584,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267389088584.png,30,291,16,0,9,1,158,346,539.51421,640,640,39,300
waymo,rtdetr,14931160836268555821_5778_870_5798_870_1507338350635049,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338350635049.png,3,295,2,2,8,1,228,310,539.242524,640,640,8,300
kitti,rtdetr,005604,data\processed\milestone_3\images\kitti\val\005604.png,0,290,0,0,42,2,247,332,539.162705,640,640,10,300
waymo,rtdetr,14931160836268555821_5778_870_5798_870_1507338352632870,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338352632870.png,1,295,1,1,5,3,237,303,539.08448,640,640,6,300
kitti,rtdetr,003709,data\processed\milestone_3\images\kitti\val\003709.png,0,291,0,0,27,9,244,318,538.60946,640,640,9,300
